seed_record_id,product_id,company,brand,standard_product_name,score,source_url,title,official_candidate,confidence,query_type,indication
REC_0447,prod_8e4c4a2135cd,ABG Lab LLC,Meso-Sculpt C71™,Specific Areas,62,https://globeaesthetics.com/index.php/product/mesosculpt-c71-1x1ml/,MesoSculpt C71 (1×1ml) - Global Aesthetics,possible,brand_official_search_candidate,product_official_page,"Indications: Excessive volumes of subcutaneous fat and fat compartments in the area of the middle and / or lower third of the face, submental region and neck Swelling and pastosity of the face, submental region and neck Gravitational ptosis I-II degree Loss of clear facial contours Deformation-edematous, tired and mixed morphotypes of aging Format: 1 syringe with 1 ml."
REC_0448,prod_0f21b463f349,ABG Lab LLC,Meso-Wharton P199™,Anti-Aging & Regeneration,62,https://globeaesthetics.com/index.php/product/mesosculpt-c71-1x1ml/,MesoSculpt C71 (1×1ml) - Global Aesthetics,possible,brand_official_search_candidate,product_official_page,"Indications: Excessive volumes of subcutaneous fat and fat compartments in the area of the middle and / or lower third of the face, submental region and neck Swelling and pastosity of the face, submental region and neck Gravitational ptosis I-II degree Loss of clear facial contours Deformation-edematous, tired and mixed morphotypes of aging Format: 1 syringe with 1 ml."
REC_0447,prod_8e4c4a2135cd,ABG Lab LLC,Meso-Sculpt C71™,Specific Areas,87,https://www.artbeauty.lv/en/service/meso-eye-%D1%8171-%D0%BF%D0%B5%D0%BF%D1%82%D0%B8%D0%B4%D1%8B-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%BE%D0%B6%D0%B8-%D0%B2%D0%BE%D0%BA%D1%80%D1%83%D0%B3-%D0%B3%D0%BB%D0%B0%D0%B7-%D0%BF%D1%80/,Meso-EYE C71™ - peptides for eye contour care/eye area biorepair procedure from ABG LAB LLC (South Korea) - Art Of Beauty - Art Of Beauty,possible,brand_official_search_candidate,product_official_page,"Is intended for correction of the periorbital area (around the eyes) without surgical intervention.; DRMC/Dermo-Remodulating Complex is high molecular weight hyaluronic acid with a density of 0.4%, as well as more than 50 amino acids and trace elements that help moisturize, tighten and improve overall skin condition."
REC_0448,prod_0f21b463f349,ABG Lab LLC,Meso-Wharton P199™,Anti-Aging & Regeneration,87,https://www.artbeauty.lv/en/service/meso-eye-%D1%8171-%D0%BF%D0%B5%D0%BF%D1%82%D0%B8%D0%B4%D1%8B-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%BE%D0%B6%D0%B8-%D0%B2%D0%BE%D0%BA%D1%80%D1%83%D0%B3-%D0%B3%D0%BB%D0%B0%D0%B7-%D0%BF%D1%80/,Meso-EYE C71™ - peptides for eye contour care/eye area biorepair procedure from ABG LAB LLC (South Korea) - Art Of Beauty - Art Of Beauty,possible,brand_official_search_candidate,product_official_page,"Is intended for correction of the periorbital area (around the eyes) without surgical intervention.; DRMC/Dermo-Remodulating Complex is high molecular weight hyaluronic acid with a density of 0.4%, as well as more than 50 amino acids and trace elements that help moisturize, tighten and improve overall skin condition."
REC_0026,prod_a9358fa5cc3f,Advanced Aesthetic,Algeness LD (1.0% Agarose),琼脂糖凝胶填充剂,87,https://www.prnewswire.com/news-releases/advanced-aesthetic-technologies-inc-announces-the-treatment-of-the-first-patient-in-a-pivotal-clinical-trial-in-china-with-their-algeness-vl-2-5-agarose-gel-filler-for-the-correction-of-moderate-to-severe-nasolabial-folds-301319071.html,"Advanced Aesthetic Technologies, Inc. Announces the Treatment of the First Patient in a Pivotal Clinical Trial in China with their Algeness® VL (2.5% Agarose Gel) Filler for the Correction of Moderate to Severe Nasolabial Folds",possible,brand_official_search_candidate,product_certificate_registration,"Indicated for correction of Moderate to Severe Nasolabial Folds; BROOKLINE, Mass., June 24, 2021 /PRNewswire/ -- Advanced Aesthetic Technologies, Inc."
REC_0024,prod_1b57ca7cffd0,Advanced Aesthetic,Algeness DF (3.5% Agarose),琼脂糖凝胶填充剂,87,https://www.prnewswire.com/news-releases/advanced-aesthetic-technologies-inc-announces-the-treatment-of-the-first-patient-in-a-pivotal-clinical-trial-in-china-with-their-algeness-vl-2-5-agarose-gel-filler-for-the-correction-of-moderate-to-severe-nasolabial-folds-301319071.html,"Advanced Aesthetic Technologies, Inc. Announces the Treatment of the First Patient in a Pivotal Clinical Trial in China with their Algeness® VL (2.5% Agarose Gel) Filler for the Correction of Moderate to Severe Nasolabial Folds",possible,brand_official_search_candidate,product_certificate_registration,"Indicated for correction of Moderate to Severe Nasolabial Folds; BROOKLINE, Mass., June 24, 2021 /PRNewswire/ -- Advanced Aesthetic Technologies, Inc."
REC_0025,prod_97f25cc5f1d3,Advanced Aesthetic,Algeness HD (1.5% Agarose),琼脂糖凝胶填充剂,87,https://www.prnewswire.com/news-releases/advanced-aesthetic-technologies-inc-announces-the-treatment-of-the-first-patient-in-a-pivotal-clinical-trial-in-china-with-their-algeness-vl-2-5-agarose-gel-filler-for-the-correction-of-moderate-to-severe-nasolabial-folds-301319071.html,"Advanced Aesthetic Technologies, Inc. Announces the Treatment of the First Patient in a Pivotal Clinical Trial in China with their Algeness® VL (2.5% Agarose Gel) Filler for the Correction of Moderate to Severe Nasolabial Folds",possible,brand_official_search_candidate,product_certificate_registration,"Indicated for correction of Moderate to Severe Nasolabial Folds; BROOKLINE, Mass., June 24, 2021 /PRNewswire/ -- Advanced Aesthetic Technologies, Inc."
REC_0026,prod_a9358fa5cc3f,Advanced Aesthetic,Algeness LD (1.0% Agarose),琼脂糖凝胶填充剂,87,https://www.prnewswire.com/news-releases/advanced-aesthetic-technologies-inc-announces-the-treatment-of-the-first-patient-in-a-pivotal-clinical-trial-in-china-with-their-algeness-vl-2-5-agarose-gel-filler-for-the-correction-of-moderate-to-severe-nasolabial-folds-301319071.html,"Advanced Aesthetic Technologies, Inc. Announces the Treatment of the First Patient in a Pivotal Clinical Trial in China with their Algeness® VL (2.5% Agarose Gel) Filler for the Correction of Moderate to Severe Nasolabial Folds",possible,brand_official_search_candidate,product_ifu_labeling,"Indicated for correction of Moderate to Severe Nasolabial Folds; BROOKLINE, Mass., June 24, 2021 /PRNewswire/ -- Advanced Aesthetic Technologies, Inc."
REC_0024,prod_1b57ca7cffd0,Advanced Aesthetic,Algeness DF (3.5% Agarose),琼脂糖凝胶填充剂,87,https://www.prnewswire.com/news-releases/advanced-aesthetic-technologies-inc-announces-the-treatment-of-the-first-patient-in-a-pivotal-clinical-trial-in-china-with-their-algeness-vl-2-5-agarose-gel-filler-for-the-correction-of-moderate-to-severe-nasolabial-folds-301319071.html,"Advanced Aesthetic Technologies, Inc. Announces the Treatment of the First Patient in a Pivotal Clinical Trial in China with their Algeness® VL (2.5% Agarose Gel) Filler for the Correction of Moderate to Severe Nasolabial Folds",possible,brand_official_search_candidate,product_ifu_labeling,"Indicated for correction of Moderate to Severe Nasolabial Folds; BROOKLINE, Mass., June 24, 2021 /PRNewswire/ -- Advanced Aesthetic Technologies, Inc."
REC_0025,prod_97f25cc5f1d3,Advanced Aesthetic,Algeness HD (1.5% Agarose),琼脂糖凝胶填充剂,87,https://www.prnewswire.com/news-releases/advanced-aesthetic-technologies-inc-announces-the-treatment-of-the-first-patient-in-a-pivotal-clinical-trial-in-china-with-their-algeness-vl-2-5-agarose-gel-filler-for-the-correction-of-moderate-to-severe-nasolabial-folds-301319071.html,"Advanced Aesthetic Technologies, Inc. Announces the Treatment of the First Patient in a Pivotal Clinical Trial in China with their Algeness® VL (2.5% Agarose Gel) Filler for the Correction of Moderate to Severe Nasolabial Folds",possible,brand_official_search_candidate,product_ifu_labeling,"Indicated for correction of Moderate to Severe Nasolabial Folds; BROOKLINE, Mass., June 24, 2021 /PRNewswire/ -- Advanced Aesthetic Technologies, Inc."
REC_0026,prod_a9358fa5cc3f,Advanced Aesthetic,Algeness LD (1.0% Agarose),琼脂糖凝胶填充剂,62,https://perfectfillerworld.com/product/algeness-agarose-subdermal-filler-hd-1x1-4ml/,Algeness Agarose Subdermal Filler HD (1×1.4ml),possible,brand_official_search_candidate,product_official_page,Indications: * Lip augmentation and contouring * Marionette lines * Oral commissure * Oro-mandibular folds; Use linear andretrogradetechniques for application with an injection depth up to the immediate subcutaneous layers.
REC_0024,prod_1b57ca7cffd0,Advanced Aesthetic,Algeness DF (3.5% Agarose),琼脂糖凝胶填充剂,62,https://perfectfillerworld.com/product/algeness-agarose-subdermal-filler-hd-1x1-4ml/,Algeness Agarose Subdermal Filler HD (1×1.4ml),possible,brand_official_search_candidate,product_official_page,Indications: * Lip augmentation and contouring * Marionette lines * Oral commissure * Oro-mandibular folds; Use linear andretrogradetechniques for application with an injection depth up to the immediate subcutaneous layers.
REC_0025,prod_97f25cc5f1d3,Advanced Aesthetic,Algeness HD (1.5% Agarose),琼脂糖凝胶填充剂,62,https://perfectfillerworld.com/product/algeness-agarose-subdermal-filler-hd-1x1-4ml/,Algeness Agarose Subdermal Filler HD (1×1.4ml),possible,brand_official_search_candidate,product_official_page,Indications: * Lip augmentation and contouring * Marionette lines * Oral commissure * Oro-mandibular folds; Use linear andretrogradetechniques for application with an injection depth up to the immediate subcutaneous layers.
REC_0026,prod_a9358fa5cc3f,Advanced Aesthetic,Algeness LD (1.0% Agarose),琼脂糖凝胶填充剂,87,https://www.prnewswire.com/news-releases/advanced-aesthetic-technologies-inc-announces-the-treatment-of-the-first-patient-in-a-pivotal-clinical-trial-in-china-with-their-algeness-vl-2-5-agarose-gel-filler-for-the-correction-of-moderate-to-severe-nasolabial-folds-301319071.html,"Advanced Aesthetic Technologies, Inc. Announces the Treatment of the First Patient in a Pivotal Clinical Trial in China with their Algeness® VL (2.5% Agarose Gel) Filler for the Correction of Moderate to Severe Nasolabial Folds",possible,brand_official_search_candidate,product_official_page,"Indicated for correction of Moderate to Severe Nasolabial Folds; BROOKLINE, Mass., June 24, 2021 /PRNewswire/ -- Advanced Aesthetic Technologies, Inc."
REC_0024,prod_1b57ca7cffd0,Advanced Aesthetic,Algeness DF (3.5% Agarose),琼脂糖凝胶填充剂,87,https://www.prnewswire.com/news-releases/advanced-aesthetic-technologies-inc-announces-the-treatment-of-the-first-patient-in-a-pivotal-clinical-trial-in-china-with-their-algeness-vl-2-5-agarose-gel-filler-for-the-correction-of-moderate-to-severe-nasolabial-folds-301319071.html,"Advanced Aesthetic Technologies, Inc. Announces the Treatment of the First Patient in a Pivotal Clinical Trial in China with their Algeness® VL (2.5% Agarose Gel) Filler for the Correction of Moderate to Severe Nasolabial Folds",possible,brand_official_search_candidate,product_official_page,"Indicated for correction of Moderate to Severe Nasolabial Folds; BROOKLINE, Mass., June 24, 2021 /PRNewswire/ -- Advanced Aesthetic Technologies, Inc."
REC_0025,prod_97f25cc5f1d3,Advanced Aesthetic,Algeness HD (1.5% Agarose),琼脂糖凝胶填充剂,87,https://www.prnewswire.com/news-releases/advanced-aesthetic-technologies-inc-announces-the-treatment-of-the-first-patient-in-a-pivotal-clinical-trial-in-china-with-their-algeness-vl-2-5-agarose-gel-filler-for-the-correction-of-moderate-to-severe-nasolabial-folds-301319071.html,"Advanced Aesthetic Technologies, Inc. Announces the Treatment of the First Patient in a Pivotal Clinical Trial in China with their Algeness® VL (2.5% Agarose Gel) Filler for the Correction of Moderate to Severe Nasolabial Folds",possible,brand_official_search_candidate,product_official_page,"Indicated for correction of Moderate to Severe Nasolabial Folds; BROOKLINE, Mass., June 24, 2021 /PRNewswire/ -- Advanced Aesthetic Technologies, Inc."
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,83,http://www.allerganaesthetics.com/treatment-areas/facial-aesthetics,Facial Aesthetics | Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLLURE_20260530,prod_006e5b2f46c8,Allergan,Juvéderm Vollure XC,HA Filler for Smile Lines,83,http://www.allerganaesthetics.com/treatment-areas/facial-aesthetics,Facial Aesthetics | Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLBELLA_20260530,prod_2ebb30c557be,Allergan,Juvéderm Volbella XC,HA Filler for Lips and Undereye,83,http://www.allerganaesthetics.com/treatment-areas/facial-aesthetics,Facial Aesthetics | Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,83,https://www.allerganaesthetics.com/about,About | Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLLURE_20260530,prod_006e5b2f46c8,Allergan,Juvéderm Vollure XC,HA Filler for Smile Lines,83,https://www.allerganaesthetics.com/about,About | Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLBELLA_20260530,prod_2ebb30c557be,Allergan,Juvéderm Volbella XC,HA Filler for Lips and Undereye,83,https://www.allerganaesthetics.com/about,About | Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,95,https://www.allerganaesthetics.com/brands/juvederm,JUVÉDERM® Collection of Fillers  | Dermal Filler - Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLLURE_20260530,prod_006e5b2f46c8,Allergan,Juvéderm Vollure XC,HA Filler for Smile Lines,95,https://www.allerganaesthetics.com/brands/juvederm,JUVÉDERM® Collection of Fillers  | Dermal Filler - Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLBELLA_20260530,prod_2ebb30c557be,Allergan,Juvéderm Volbella XC,HA Filler for Lips and Undereye,95,https://www.allerganaesthetics.com/brands/juvederm,JUVÉDERM® Collection of Fillers  | Dermal Filler - Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,83,https://www.allerganaesthetics.com/brands/skinvive,SKINVIVE™ | Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLLURE_20260530,prod_006e5b2f46c8,Allergan,Juvéderm Vollure XC,HA Filler for Smile Lines,83,https://www.allerganaesthetics.com/brands/skinvive,SKINVIVE™ | Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLBELLA_20260530,prod_2ebb30c557be,Allergan,Juvéderm Volbella XC,HA Filler for Lips and Undereye,83,https://www.allerganaesthetics.com/brands/skinvive,SKINVIVE™ | Allergan Aesthetics,likely,official_domain_candidate,official_product_portfolio,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,75,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P040046,Premarket Approval (PMA),possible,product_official_search_candidate,product_certificate_registration,"IS INDICATED FOR WOMEN FOR THE FOLLOWING USES (PROCEDURES):1) BREAST AUGMENTATION FOR WOMEN AT LEAST 22 YEARS OLD.; BREAST AUGMENTATION INCLUDES PRIMARY BREAST AUGMENTATION TO INCREASE THE BREAST SIZE, AS WELL AS REVISION SURGERY TO CORRECT OR IMPROVE THE RESULT OF A PRIMARY BREAST AUGMENTATION SURGERY;."
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,75,https://www.fda.gov/medical-devices/breast-implants/allergan-natrelle-410-highly-cohesive-anatomically-shaped-silicone-filled-breast-implants-premarket,Allergan Natrelle 410 Highly Cohesive Anatomically Shaped Silicone-Filled Breast Implants (Premarket application number P040046) (Approved February 2013) | FDA,possible,product_official_search_candidate,product_certificate_registration,"Approved for breast augmentation in women age 22 or older and for breast reconstruction in women.; They are also used in revision surgeries, which correct or improve the result of an original surgery."
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,75,https://www.fda.gov/medical-devices/breast-implants/allergan-natrelle-premarket-application-number-p020056-approved-november-2006,Allergan Natrelle (Premarket application number: P020056) (Approved November 2006) | FDA,possible,product_official_search_candidate,product_ifu_labeling,"Approved for breast augmentation in women age 22 or older and for breast reconstruction in women of any age.; They are also used in revision surgeries, which correct or improve the result of an original surgery."
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,83,https://www.allerganaesthetics.com/brands/natrelle,Natrelle® | Breast Implants - Allergan Aesthetics,likely,official_domain_candidate,product_official_page,Approved for the following:; Breast augmentation for women at least 22 years old for silicone-filled implants and for women at least 18 years old for saline-filled implants.
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,89,https://www.natrelle.com/,Natrelle® | Natrelle.com,likely,product_official_domain_candidate,product_official_page,Approved for the following:; Breast augmentation for women at least 22 years old for silicone-filled implants and for women at least 18 years old for saline-filled implants.
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,85,https://www.accessdata.fda.gov/cdrh_docs/pdf15/k151179.pdf,N/A,possible,brand_official_search_candidate,product_certificate_registration,"Is indicated for cold-assisted lipolysis (breakdown of fat) of the submental area, thigh, abdomen, and flank, or “love handles” in individuals with a Body Mass Index (BMI) of 30 or less."
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,95,https://www.allerganaesthetics.com/brands/juvederm,JUVÉDERM® Collection of Fillers  | Dermal Filler - Allergan Aesthetics,likely,official_domain_candidate,product_ifu_labeling,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLLURE_20260530,prod_006e5b2f46c8,Allergan,Juvéderm Vollure XC,HA Filler for Smile Lines,95,https://www.allerganaesthetics.com/brands/juvederm,JUVÉDERM® Collection of Fillers  | Dermal Filler - Allergan Aesthetics,likely,official_domain_candidate,product_ifu_labeling,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLBELLA_20260530,prod_2ebb30c557be,Allergan,Juvéderm Volbella XC,HA Filler for Lips and Undereye,95,https://www.allerganaesthetics.com/brands/juvederm,JUVÉDERM® Collection of Fillers  | Dermal Filler - Allergan Aesthetics,likely,official_domain_candidate,product_ifu_labeling,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,95,https://www.allerganaesthetics.com/brands/juvederm,JUVÉDERM® Collection of Fillers  | Dermal Filler - Allergan Aesthetics,likely,official_domain_candidate,product_official_page,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLLURE_20260530,prod_006e5b2f46c8,Allergan,Juvéderm Vollure XC,HA Filler for Smile Lines,95,https://www.allerganaesthetics.com/brands/juvederm,JUVÉDERM® Collection of Fillers  | Dermal Filler - Allergan Aesthetics,likely,official_domain_candidate,product_official_page,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_VOLBELLA_20260530,prod_2ebb30c557be,Allergan,Juvéderm Volbella XC,HA Filler for Lips and Undereye,95,https://www.allerganaesthetics.com/brands/juvederm,JUVÉDERM® Collection of Fillers  | Dermal Filler - Allergan Aesthetics,likely,official_domain_candidate,product_official_page,"Indicated for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds.; JUVÉDERM® VOLLURE® XC injectable gel is for adults over 21."
TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,prod_d4b991529f99,Allergan,Juvéderm Ultra XC,HA Filler for Lip Augmentation,75,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P110033S047,Premarket Approval (PMA),possible,brand_official_search_candidate,product_certificate_registration,Indications to include chin augmentation.; This device is indicated for deep (subcutaneous and/or supraperiosteal) injection for cheek augmentation to correct age-related volume deficit in the mid-face and for augmentation of the chin region to improve the chin profile in adults over the age of 21.
