spec_id,company_id,company,brand,product_family_id,product_family,target_product_id,spec_name,spec_value,spec_unit,spec_category,confidence,source_query_type,source_alignment,operational_status,responsible_module,next_action,source_page_url,source_title
spec_dd21751ca764,co_6a923042f5f1,Promoitalia,V-Carbon,pf_003a49965d34,V-Carbon System,,packaging_or_sku,box-image{min-width: 247px!important,,packaging,official_site_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=8 phrase=4 tokens=carbon,system; source alignment is source_not_cross_checked",https://cutismedical.com/,Promoitalia. V Carbon System (200ml+spray 100ml) ☜❶☞ Cutis Medical
spec_3c103817fb97,co_d87059c916f3,Receptura Apotheke,Lipodissolve,pf_5e230f3ce04a,PPC / DC (Phosphatidylcholine),,packaging_or_sku,box-align:center !important,,packaging,official_site_spec_candidate,product_official_page,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=3 phrase=0 tokens=phosphatidylcholine,ppc; source alignment is source_not_cross_checked",https://aesthipharma.co.uk/,LipoLab PPC Solution | Phosphatidylcholine for Fat Dissolution
spec_4b3ae451c4c7,co_3492d75b948b,GANA,GANA,pf_96a4d1a15d3f,GANA HA (Body/Face),prod_ec01791c3d66,packaging_or_sku,"syringe-type mesotherapy solution, while GANA PNV comes in the form of vials",,packaging,official_search_excerpt_spec_candidate,official_product_portfolio,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://ganafillers.com/product/gana-pn-pdrn-2-x-2-5ml/,GANA PN (PDRN) – 2 x 2.5ml - Gana Fillers
spec_e62c034808e1,co_39743d661279,Benev,Benev Exosome (ERC / ERC+),pf_19853690b6a5,Lyophilized Exosomes,prod_c22989b2f2ee,packaging_or_sku,model'),,packaging,official_site_spec_candidate,official_ifu_catalog,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://www.benev.com/,BENEV | Exosome | SYLFIRM X Microneedling | Growth Factors ...
spec_9489c6066924,co_ffcb034e829e,Innoaesthetics,Innoaesthetics,pf_9936a30a7fa2,Inno-TDS,prod_bd0ab7252bec,packaging_or_sku,syringe to the other repeatedly to mix the products,,packaging,official_site_spec_candidate,official_product_portfolio,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://www.innoaesthetics.com/skin-biomodulation/,Skin Biomodulation - INNOAESTHETICS
spec_4a6baf1e3daf,co_2d09d05893cd,Galderma,Dysport / Azzalure,pf_8b7695a51c11,AbobotulinumtoxinA,prod_a3fda2457621,packaging_or_sku,vial [,,packaging,official_search_excerpt_spec_candidate,product_certificate_registration,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://www.galderma.com/sites/default/files/inline-files/Dysport-aesthetic-PM-E.pdf,N/A
spec_e4c3f9d7b4b5,co_6ca0ef535c7e,Daejoo,Dr. DMA / PDRN Injection,pf_629192f075e5,Mesotherapy,prod_7aaee3d51236,packaging_or_sku,Vial Source mesocel,,packaging,official_site_spec_candidate,product_ifu_labeling,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://pdrn.care/products/mesocel-pdrn-injection/,Mesocel PDRN Mesotherapy Injection — Clinical Treatment Guide | PDRN Care
spec_b5f8cd49b585,co_4f2bc59df52a,Symatese,Symatese,pf_1db9bf7a2d74,Collagen / Injection Sys,prod_63e326c31c5a,packaging_or_sku,syringe containing the sterile gel is assembled with plunger rod and finger rest and corresponds to the injection device,,packaging,official_search_excerpt_spec_candidate,product_official_page,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://www.symatese.com/solutions/aesthetics/estyme-dermal-fillers/,ESTYME Dermal fillers | Symatese
spec_a22ad2904f85,co_a9d14002e21a,JYSUNG Meditech,JYSUNG,pf_8e8d441e5bbb,Cannula / Meso Needle,prod_b542390745a8,packaging_or_sku,needle [,,packaging,official_search_excerpt_spec_candidate,product_official_page,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://mesoskinline.com/mesotherapy-shop/258-hypodermic-needles/970-needletech-27g-25mm-micro-needle-sterile-hypodermic-needle/,Needletech 27G (2.5mm) Micro-needle Sterile hypodermic needle - HYPODERMIC NEEDLES - mesoskinline
spec_b2b33620cf2d,co_6f39803a005c,SharpLight,SharpLight,pf_3a846d0e2bba,Omnimax,prod_1831e0e6505c,packaging_or_sku,"box-content h6,",,packaging,official_site_spec_candidate,official_product_portfolio,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://sharplight.com/about-us/,About Us - SharpLight
spec_9fc0e0778431,co_42c8f9f0f338,Needle Concept,中胚层疗法专用针头,pf_0c879df7094c,中胚层疗法专用针头,prod_8c4214217e4e,packaging_or_sku,Needle Concept pour micro-injections [,,packaging,official_search_excerpt_spec_candidate,product_certificate_registration,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://needleconcept.com/,"Needle Concept, des technologies innovantes d'injection"
spec_9d5f1ecf2dd2,co_0f96737d49f7,Cynosure,Potenza,pf_ebb9e4317de7,Multi-Mode RF Microneedling,prod_b74198f776e1,packaging_or_sku,needle array [,,packaging,official_search_excerpt_spec_candidate,product_official_page,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://www.cynosure.com/upgrade-to-potenza-fusion-tip/,Upgrade to Potenza Fusion Tip - Cynosure Lutronic
spec_00dccad8d034,co_3f9564b20a54,VIVACY,SoftFil,pf_63217b4cd375,Precision / EasyGuide,prod_634d7c5eba21,packaging_or_sku,syringe is now available in Europe through VIVACY’s subsidiaries and certified distributors,,packaging,official_site_spec_candidate,official_product_portfolio,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://vivacy.com/en/bi-soft-injection-technology-hyaluronic-acid,Bi-Soft® Injection Technology | Hyaluronic Acid Expert | Precise & Secure
spec_959fa33aba49,co_4c10b25d31dd,Cliniccare,"EGF / HA Cocktails (Glow, Tight, Refresh)",pf_b616640f203e,Meso Vials,prod_a8638f87748e,packaging_or_sku,box-JPG,,packaging,official_site_spec_candidate,official_product_portfolio,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://cliniccareusa.com/collections/pro-all,All Professional Products – CLINICCARE USA
spec_ae6f5c9e71fc,co_6fd670e83d3a,Alta Care,Dermastir H53EGF,pf_6b3f8847cf84,头皮注射液,,volume_or_fill,25CC,,volume_packaging,official_site_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=8 phrase=4 tokens=dermastir,h53egf; source alignment is source_not_cross_checked",https://majorcosmeticals.com/,Dermastir H53EGF (1x5ml)
spec_ef3102a81d77,co_24b49d22e420,Skin Tech,Sagoni Melt,pf_89efcf091fec,Sagoni Melt Care,,volume_or_fill,5ml,,volume_packaging,official_site_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=7 phrase=4 tokens=melt,sagoni; source alignment is source_not_cross_checked",https://www.medestetica.ro/,"SAGONI MELT PROFESSIONAL, 3ml | MedEstetica"
spec_3657b81e7d77,co_24b49d22e420,Skin Tech,Sagoni Melt,pf_89efcf091fec,Sagoni Melt Care,,volume_or_fill,1 ml,ml,volume_packaging,official_site_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=7 phrase=4 tokens=melt,sagoni; source alignment is source_not_cross_checked",https://www.medestetica.ro/,"SAGONI MELT PROFESSIONAL, 3ml | MedEstetica"
spec_907c16ac87a1,co_46fe72dbb25e,Dermoaroma,Dermoaroma PDRN,pf_4902d306eada,Mesotherapy,,volume_or_fill,10 Vial,,volume_packaging,official_site_spec_candidate,product_official_page,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=7 phrase=4 tokens=mesotherapy,pdrn; source alignment is source_not_cross_checked",https://www.mesotech.it/,Global Meso PDRN | Mesotech mesotherapy and cosmetics
spec_3a423e294c06,co_6e845bb51d8a,Dexlevo,Miracle,pf_f9e7c45a6e61,Miracle L / H,,volume_or_fill,5 vials,,volume_packaging,official_site_spec_candidate,product_official_page,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=6 phrase=4 tokens=miracle; source alignment is source_not_cross_checked,https://koreanaesthetic.com/,Miracle H | Korean Aesthetic
spec_ea641f3b5c51,co_4ae5806d21fa,Hugel,Bylizen,pf_574b7c9595aa,HA Skin Booster,,volume_or_fill,2ml,,volume_packaging,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=6 phrase=4 tokens=booster; source alignment is source_not_cross_checked,https://www.indiamart.com/,BYRYZN BR HA Skin Booster
spec_9a4970985449,co_46fe72dbb25e,Dermoaroma,Dermoaroma PDRN,pf_4902d306eada,Mesotherapy,,volume_or_fill,5 vials,,volume_packaging,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=7 phrase=4 tokens=mesotherapy,pdrn; source alignment is source_not_cross_checked",https://gangnamstyleshop.com/,PDRN Injection | Buy PDRN Products Online | PDRN Mesotherapy | Gangnam Style Shop - Dermal fillers Supplies | Mesotherapy Products | PDRN BUY ONLINE
spec_436e0cb2a9c4,co_6ad89861abd6,Only Toujours,Only Toujours,pf_549fb7195d40,Post-Procedure Mist,,volume_or_fill,2030mL,,volume_packaging,official_site_spec_candidate,product_official_page,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,"inferred_family_from_source_text score=3 phrase=0 tokens=post,procedure; source alignment is source_not_cross_checked",https://www.teoxane.fr/,Post Procedure | Teoxane
spec_14c1e0aa7bea,co_c3dfa50eaf88,Medixa,Ejal 40,pf_c89508e737b5,Ejal 40,,volume_or_fill,1 syringe,,volume_packaging,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=9 phrase=8 tokens=ejal; source alignment is source_not_cross_checked,https://www.directdermasupplies.com/,Shop Ejal 40 Bio-Revitalizing Gel online
spec_0837aca3a7a9,co_4ae5806d21fa,Hugel,Bylizen,pf_574b7c9595aa,HA Skin Booster,,volume_or_fill,120ml,,volume_packaging,official_site_spec_candidate,product_official_page,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=6 phrase=4 tokens=booster; source alignment is source_not_cross_checked,https://ca.byryzn-cosmetics.com/,BYRYZN BR HA Skin Booster 120ml
spec_a072b4ab8f86,co_5b54a3e28f4c,Dongkook Pharma,Elravie,pf_18b393ae623f,Elravie,,volume_or_fill,1ml,,volume_packaging,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=10 phrase=8 tokens=elravie; source alignment is source_not_cross_checked,https://en.jingzhiyy.com/,"ELRAVIE<sup>®</sup> -BEIJING JINGZHI PHARMACEUTICAL TECHNOLOGY CO.,LTD."
spec_d5d2349c5ee4,co_3680141a1539,Arkana Cosmetics,AzAc Solution,pf_d61fa0e239dc,复合酸治疗,,volume_or_fill,250ml,,volume_packaging,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_inferred_family_source_crosscheck,official_source_crosscheck,inferred_family_from_source_text score=5 phrase=4 tokens=azac; source alignment is source_not_cross_checked,https://www.brillar-sklep.pl/,ARKANA Acid Therapy AzAc Solution 200ml - Brillar
spec_2a31db30b1ad,co_a6a6f5b16ba5,Candela,GentleMax Pro Plus,pf_3de978e73552,Enhanced Dual-Wavelength Hair Removal,prod_4214253b3699,certification_claim,ARTG,,commercial_certification,official_search_excerpt_spec_candidate,product_official_page,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://candelamedical.com/ppc/gentle-laser-machines/,Gentle Laser Machines | Candela Medical
spec_45a247931594,co_3f086fa13c2d,Energist,NeoGen,pf_a7bd681a967b,NeoGen PSR (Evo),prod_0d1d046f1ba0,certification_claim,ISO 13485,,commercial_certification,official_search_excerpt_spec_candidate,product_official_page,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://www.neogenplasma.co.uk/about-us/,About Us – NeoGen Plasma
spec_8d113062f8b7,co_ea11172b59bc,Apyx Medical,Renuvion (J-Plasma),pf_73fefc8d98c6,氦气等离子 (Helium Plasma),prod_49423946c0eb,certification_claim,FDA cleared,,commercial_certification,official_search_excerpt_spec_candidate,official_ifu_catalog,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://apyxmedical.com/apyx-medical-corporation-receives-fda-clearance-for-the-ayon-body-contouring-system/,Apyx Medical Corporation Receives Fda Clearance For The Ayon Body Contouring System™ - Apyx Medical
spec_c24686ca087a,co_7e6693e1ea97,ExoCoBio,ASCE+,pf_0573e7a21ea7,Regenerative Aesthetics,prod_af01da567664,certification_claim,ISO 13485,,commercial_certification,official_search_excerpt_spec_candidate,official_product_portfolio,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",http://www.exocobio.com/bizdemo87737/eng/01/02.php,ExoCoBio
spec_06b22d9aa20e,co_0bb8193c1281,DEKA,Deka,pf_bd82a95f1bae,Renaissance / SmartXide,prod_16a3d4775c95,certification_claim,ISO 13485,,commercial_certification,official_search_excerpt_spec_candidate,product_certificate_registration,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://technologies.dekalaser.com/en-GB/getDAdoc.ashx?man=4352,N/A
spec_3d9314ffe82d,co_b6d5f45e6474,L'Esthétic,L'Esthétic,pf_a155ff4dcdea,Meso / Skinboosters,prod_22151f8ebc93,certification_claim,ISO 13485,,commercial_certification,official_search_excerpt_spec_candidate,official_product_portfolio,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://www.lesthetic-paris.com/collections/dermhage,Dermhage - LABORATOIRES L'ESTHETIC
spec_4c710f05ac49,co_8642c061f10b,Jeisys Medical,Jeisys,pf_f4eaa5749d77,LinearZ (Ultracel [zi:]),prod_16f7a0517407,certification_claim,ANVISA,,commercial_certification,official_search_excerpt_spec_candidate,official_product_portfolio,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://jeisyseurope.com/,Precision-Driven RF Microneedling With Potenza® | Jeisys Europe
spec_298fa8560333,co_8f51008b9523,Huons Meditech,DermaShine,pf_cd03e562fea3,DermaShine Duo RF,prod_fad4dbfdec67,certification_claim,CE mark,,commercial_certification,official_search_excerpt_spec_candidate,product_certificate_registration,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://huonsmeditech.com/layout/eng/home.php?go=pds.list&mid=30&num=738&pds_type=7,::: Huons Meditech :::
spec_f51202412f8e,co_83052922054b,Alma Lasers,Soprano Titanium / Ice Platinum,pf_90c99b6612ed,半导体脱毛激光,prod_b2c8abf17aa4,certification_claim,FDA cleared,,commercial_certification,official_search_excerpt_spec_candidate,official_product_portfolio,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://almalasers.co.uk/,Home - Alma UK
spec_e012413e5769,co_6e845bb51d8a,Dexlevo,GOURI,pf_94bb28409f24,Liquid PCL,prod_c019a8d54482,certification_claim,ISO 13485,,commercial_certification,official_search_excerpt_spec_candidate,official_ifu_catalog,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",http://dexlevoaesthetic.com/13,DEXLEVO Aesthetic
spec_edd64e9ba7d5,co_73088ec535f0,Norseld,Dual Yellow,pf_96514edff73f,Dual Yellow Laser,prod_13826ff0f776,certification_claim,TGA,,commercial_certification,official_search_excerpt_spec_candidate,product_certificate_registration,company_official_domain,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://norseld.com/about-us/,About us - Norseld
spec_c96b6c6a4ab5,co_3d9c82466db7,IBSA Derma,Ialuset,pf_49f70a80c90f,HA Wound Healing Series,prod_d89f89c44ccf,certification_claim,CE MARK,,commercial_certification,official_search_excerpt_spec_candidate,product_official_page,domain_token_match,medium_review_sample_pool,manual_product_spec_review,"search-excerpt confidence, packaging field, or non-auto query type",https://businessdevelopment.ibsagroup.com/wp-content/uploads/2021/06/IALUSET-PLUS-CREMA-e-PLUS-GARZE.pdf,N/A
spec_088baa6eb329,co_42c8f9f0f338,Needle Concept,Crystal Multi Needle (水晶针),pf_21aea8df2049,Mesogun,,certification_claim,ISO 13485,,commercial_certification,official_search_excerpt_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://cniplchina.en.made-in-china.com/product/CewQDkzMyOUN/China-Vital-Injector-3-Mesogun-Multi-Needles-5-Pins-9-Pins-Water-Mesotherapy-Injection-Gun.html,Vital Injector 3 Mesogun Multi Needles 5 Pins / 9 Pins Water Mesotherapy Injection Gun
spec_1afe45a659b8,co_e655b002cb74,GTG Wellness,LeShape,pf_0b1575eb8df2,LeShape / U-One,,certification_claim,ARTG,,commercial_certification,official_search_excerpt_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.tga.gov.au/resources/sponsor/soma-lasers-australia,Soma Lasers Australia | Therapeutic Goods Administration (TGA)
spec_9a98f6a289c1,co_8642c061f10b,Jeisys Medical,Jeisys,pf_f4eaa5749d77,LinearZ (Ultracel [zi:]),,certification_claim,TGA,,commercial_certification,official_search_excerpt_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.tga.gov.au/resources/artg/510985,Jeisys Medical Australia Pty Ltd - LinearZ - Ultrasonic body-contouring system (510985) | Therapeutic Goods Administration (TGA)
spec_508fd180c77a,co_c1c0e6ddf44b,BTL,Vanquish ME,pf_41c650b9c137,Contactless Fat Reduction,,certification_claim,CE marked,,commercial_certification,official_search_excerpt_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://primeramedicalsuppliesllc.com/product/btl-vanquish-me/,BTL Vanquish ME w/Core & Flex Applicators | 100% Best Quality - Primera Medical Supplies LLC
spec_2d0720b52053,co_c8389fa251ed,Solta Medical,Clear + Brilliant,pf_305a8b54f9ce,Clear + Brilliant,,certification_claim,FDA cleared,,commercial_certification,official_search_excerpt_spec_candidate,official_product_portfolio,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.cbinsights.com/company/solta-medical,"Solta Medical - Products, Competitors, Financials, Employees, Headquarters Locations"
spec_064075752e8f,co_ef311b352c67,Venus Concept,ARTAS,pf_fce7475691a6,ARTAS iX,,certification_claim,ARTG,,commercial_certification,official_search_excerpt_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.tga.gov.au/resources/artg/405992,Venus Concept Australia Pty Ltd - ARTAS iX - Robotic surgical system (405992)
spec_50d8ad71e564,co_e442ba681971,Merz,Ultherapy,pf_9b16a11f8260,Ultherapy / PRIME,,certification_claim,ISO 13485,,commercial_certification,official_search_excerpt_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.manualslib.com/manual/3590686/Merz-Ulthera-Prime.html?page=74,Safety Standards And Regulatory Classifications - Merz Ulthera Prime Manual [Page 74] | ManualsLib
spec_af2f70495f36,co_884a26f9aeb1,Aerolase,Era Elite,pf_d340b48aa0fe,2940nm Er:YAG 激光,,certification_claim,MDR,,commercial_certification,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://beudamed.com/fda_registrations/ec7db28f-0354-4d91-ba82-815022b91e0b,LightPod Era - BEUDAMED
spec_b15c20db763d,co_a5764a51df8b,Lumenis,Lumenis,pf_744781e72567,FemTouch,,certification_claim,mdr,,commercial_certification,official_site_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfMAUDE/detail.cfm?mdrfoi__id=5996716&pc=GEX,MAUDE Adverse Event Report: LUMENIS LTD. FEMTOUCH; LASER VAGINAL HANDPIECE
spec_914c1bfc6cfd,co_fa0f79990847,MD Skin Solutions,Pluryal,pf_fee94fa65f3c,Pluryal (Classic/Volume),,certification_claim,ISO 13485,,commercial_certification,official_search_excerpt_spec_candidate,product_certificate_registration,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://mdskin-solutions.com/,MDSS ┃Home
spec_fd18a98036a8,co_a6a6f5b16ba5,Candela,CO2RE Intima,pf_f2fe52315ee5,CO2 for Womens Health,,certification_claim,CE Marked,,commercial_certification,official_search_excerpt_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://en.prnasia.com/releases/apac/Syneron_Candela_Announces_CE_Mark_for_CO2RE_Intima-173256.shtml,Syneron Candela Announces CE Mark for CO2RE® Intima
spec_babc66e40455,co_ea11172b59bc,Apyx Medical,Renuvion,pf_17682f7f5f45,Renuvion APR,,certification_claim,FDA cleared,,commercial_certification,official_search_excerpt_spec_candidate,product_ifu_labeling,source_not_cross_checked,medium_source_crosscheck,official_source_crosscheck,source alignment is source_not_cross_checked,https://www.sec.gov/Archives/edgar/data/719135/000071913523000056/R7.htm,R7.htm
